ޜ�0��p��P��P����0��Q��A�A���P������0��0����A�p������0��p����P��p����A�0��P�������A�x��P��A����0��P����battery_voltage	64.00
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42380.00
last_read_micros	13035088
current_read_micros	13077468
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1189999580
calculte_milli_coulombs_transffred	2119.0000000000
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42432.00
last_read_micros	13077468
current_read_micros	13119900
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1215999126
calculte_milli_coulombs_transffred	2121.6000976562
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42424.00
last_read_micros	13119900
current_read_micros	13162324
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1212000846
calculte_milli_coulombs_transffred	2121.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	13162324
current_read_micros	13204732
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78400.00
last_read_micros	13204732
current_read_micros	13283132
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.9200000762
calculte_milli_coulombs_transffred	3920.0002441406
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39648.00
last_read_micros	13283132
current_read_micros	13322780
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9823999404
calculte_milli_coulombs_transffred	1982.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	13322780
current_read_micros	13365196
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42436.00
last_read_micros	13365196
current_read_micros	13407632
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1217999458
calculte_milli_coulombs_transffred	2121.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42392.00
last_read_micros	13407632
current_read_micros	13450024
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1196000576
calculte_milli_coulombs_transffred	2119.6000976562
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	13450024
current_read_micros	13492440
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	13492440
current_read_micros	13534856
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78408.00
last_read_micros	13534856
current_read_micros	13613264
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.9203998565
calculte_milli_coulombs_transffred	3920.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39668.00
last_read_micros	13613264
current_read_micros	13652932
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9833999633
calculte_milli_coulombs_transffred	1983.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	13652932
current_read_micros	13695340
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42384.00
last_read_micros	13695340
current_read_micros	13737724
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1191999912
calculte_milli_coulombs_transffred	2119.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42448.00
last_read_micros	13737724
current_read_micros	13780172
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1224000453
calculte_milli_coulombs_transffred	2122.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42424.00
last_read_micros	13780172
current_read_micros	13822596
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1212000846
calculte_milli_coulombs_transffred	2121.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	13822596
current_read_micros	13865004
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78400.00
last_read_micros	13865004
current_read_micros	13943404
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.9200000762
calculte_milli_coulombs_transffred	3920.0002441406
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39644.00
last_read_micros	13943404
current_read_micros	13983048
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9822000503
calculte_milli_coulombs_transffred	1982.2000732421
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42428.00
last_read_micros	13983048
current_read_micros	14025476
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1213998794
calculte_milli_coulombs_transffred	2121.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42420.00
last_read_micros	14025476
current_read_micros	14067896
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1210000514
calculte_milli_coulombs_transffred	2121.0000000000
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42424.00
last_read_micros	14067896
current_read_micros	14110320
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1212000846
calculte_milli_coulombs_transffred	2121.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	14110320
current_read_micros	14152736
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42388.00
last_read_micros	14152736
current_read_micros	14195124
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1194000244
calculte_milli_coulombs_transffred	2119.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78396.00
last_read_micros	14195124
current_read_micros	14273520
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.9197999954
calculte_milli_coulombs_transffred	3919.8002929687
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39636.00
last_read_micros	14273520
current_read_micros	14313156
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9817999839
calculte_milli_coulombs_transffred	1981.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42448.00
last_read_micros	14313156
current_read_micros	14355604
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1224000453
calculte_milli_coulombs_transffred	2122.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	14355604
current_read_micros	14398020
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	14398020
current_read_micros	14440428
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42404.00
last_read_micros	14440428
current_read_micros	14482832
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1201999187
calculte_milli_coulombs_transffred	2120.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	14482832
current_read_micros	14525248
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78396.00
last_read_micros	14525248
current_read_micros	14603644
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.9197999954
calculte_milli_coulombs_transffred	3919.8002929687
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39648.00
last_read_micros	14603644
current_read_micros	14643292
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9823999404
calculte_milli_coulombs_transffred	1982.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42432.00
last_read_micros	14643292
current_read_micros	14685724
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1215999126
calculte_milli_coulombs_transffred	2121.6000976562
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42416.00
last_read_micros	14685724
current_read_micros	14728140
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1208000183
calculte_milli_coulombs_transffred	2120.8000488281
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42412.00
last_read_micros	14728140
current_read_micros	14770552
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1205999851
calculte_milli_coulombs_transffred	2120.6000976562
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	14770552
current_read_micros	14812960
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	42408.00
last_read_micros	14812960
current_read_micros	14855368
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1203999519
calculte_milli_coulombs_transffred	2120.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
dt_ms	78404.00
last_read_micros	14855368
current_read_micros	14933772
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.9201998710
calculte_milli_coulombs_transffred	3920.2001953125
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

dt_ms	39648.00
last_read_micros	14933772
current_read_micros	14973420
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9823999404
calculte_milli_coulombs_transffred	1982.4001464843
battery_capacity_coulomb	108000.0000000000
battery_capacity_milli_coulomb	108000000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-70.41231
% bat	100000.00000
% batA	100000.00000
% batB	0.00000
% batC	-23.21429

BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
BAT PERCENT
100.00 %
