�����������������8K؟�����ў����������8K���8K���8K���8K����������K��������؟����؟��������������������8K؟�����ў����������8K���8K���8K���8K����������K��������؟����؟��������������������8K؟�����ў����������8K���8K���8K���8K�����battery_voltage	64.00
battery_capacity_coulomb	53990.3007812500
battery_capacity_milli_coulomb	53990300
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.23667
% bat	49991.01562
% batA	0.00000
% batB	0.00000
% batC	-79.26898

dt_ms	41912.00
last_read_micros	11664004
current_read_micros	11705916
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	53987.9257812500
battery_capacity_milli_coulomb	53987923
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.24583
% bat	49988.81640
% batA	0.00000
% batB	0.00000
% batC	-95.84961

dt_ms	41896.00
last_read_micros	11705916
current_read_micros	11747812
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0947999954
calculte_milli_coulombs_transffred	-329931.0312500000
battery_capacity_coulomb	53985.5429687500
battery_capacity_milli_coulomb	53985546
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.25193
% bat	49986.61718
% batA	0.00000
% batB	-100.00000
% batC	-112.43025

dt_ms	42248.00
last_read_micros	11747812
current_read_micros	11790060
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1124000549
calculte_milli_coulombs_transffred	-332703.0312500000
battery_capacity_coulomb	53983.2968750000
battery_capacity_milli_coulomb	53983295
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.25803
% bat	49984.53125
% batA	0.00000
% batB	-100.00000
% batC	-128.13197

BAT PERCENT
49.98 %
dt_ms	76712.00
last_read_micros	11790060
current_read_micros	11866772
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8355998992
calculte_milli_coulombs_transffred	-605334.4375000000
battery_capacity_coulomb	53978.2734375000
battery_capacity_milli_coulomb	53978272
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.27329
% bat	49979.88281
% batA	0.00000
% batB	-100.00000
% batC	-163.16964

dt_ms	39668.00
last_read_micros	11866772
current_read_micros	11906440
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9833999633
calculte_milli_coulombs_transffred	-312385.5312500000
battery_capacity_coulomb	53962.7617187500
battery_capacity_milli_coulomb	53962762
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.32212
% bat	49965.51953
% batA	0.00000
% batB	100.00000
% batC	185.78404

dt_ms	42080.00
last_read_micros	11906440
current_read_micros	11948520
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1040000915
calculte_milli_coulombs_transffred	-332053.2812500000
battery_capacity_coulomb	53978.0546875000
battery_capacity_milli_coulomb	53978057
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.27329
% bat	49979.68359
% batA	0.00000
% batB	-100.00000
% batC	-164.66935

dt_ms	42244.00
last_read_micros	11948520
current_read_micros	11990764
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1122000217
calculte_milli_coulombs_transffred	-333347.4062500000
battery_capacity_coulomb	53973.6835937500
battery_capacity_milli_coulomb	53973684
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.28855
% bat	49975.63281
% batA	0.00000
% batB	-100.00000
% batC	-195.17298

dt_ms	42244.00
last_read_micros	11990764
current_read_micros	12033008
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1122000217
calculte_milli_coulombs_transffred	-332671.5000000000
battery_capacity_coulomb	53968.0156250000
battery_capacity_milli_coulomb	53968017
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.30381
% bat	49970.38281
% batA	0.00000
% batB	200.00000
% batC	222.44001

dt_ms	42076.00
last_read_micros	12033008
current_read_micros	12075084
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1038000583
calculte_milli_coulombs_transffred	-332021.7500000000
battery_capacity_coulomb	53963.0234375000
battery_capacity_milli_coulomb	53963026
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.31907
% bat	49965.76171
% batA	0.00000
% batB	100.00000
% batC	187.62556

dt_ms	42080.00
last_read_micros	12075084
current_read_micros	12117164
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1040000915
calculte_milli_coulombs_transffred	-332053.2812500000
battery_capacity_coulomb	53958.6835937500
battery_capacity_milli_coulomb	53958685
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.33433
% bat	49961.74218
% batA	0.00000
% batB	100.00000
% batC	157.34513

BAT PERCENT
49.96 %
dt_ms	76524.00
last_read_micros	12117164
current_read_micros	12193688
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8262000083
calculte_milli_coulombs_transffred	-603850.9375000000
battery_capacity_coulomb	53954.3125000000
battery_capacity_milli_coulomb	53954312
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.34654
% bat	49957.69921
% batA	0.00000
% batB	100.00000
% batC	126.84152

dt_ms	39504.00
last_read_micros	12193688
current_read_micros	12233192
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9751998901
calculte_milli_coulombs_transffred	-311726.0937500000
battery_capacity_coulomb	53940.2890625000
battery_capacity_milli_coulomb	53940286
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.38926
% bat	49944.71093
% batA	0.00000
% batB	0.00000
% batC	29.00391

dt_ms	41808.00
last_read_micros	12233192
current_read_micros	12275000
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0903999805
calculte_milli_coulombs_transffred	-329238.0312500000
battery_capacity_coulomb	53956.2382812500
battery_capacity_milli_coulomb	53956240
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.34043
% bat	49959.48046
% batA	0.00000
% batB	100.00000
% batC	140.29017

dt_ms	42088.00
last_read_micros	12275000
current_read_micros	12317088
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1043999195
calculte_milli_coulombs_transffred	-332116.4375000000
battery_capacity_coulomb	53954.6796875000
battery_capacity_milli_coulomb	53954682
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.34654
% bat	49958.03515
% batA	0.00000
% batB	100.00000
% batC	129.42243

dt_ms	42072.00
last_read_micros	12317088
current_read_micros	12359160
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1036000251
calculte_milli_coulombs_transffred	-331317.0000000000
battery_capacity_coulomb	53950.2460937500
battery_capacity_milli_coulomb	53950246
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.35874
% bat	49953.93359
% batA	0.00000
% batB	0.00000
% batC	98.47936

dt_ms	41828.00
last_read_micros	12359160
current_read_micros	12400988
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	-330064.7500000000
battery_capacity_coulomb	53946.6093750000
battery_capacity_milli_coulomb	53946609
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.37095
% bat	49950.56640
% batA	0.00000
% batB	0.00000
% batC	73.10966

dt_ms	41816.00
last_read_micros	12400988
current_read_micros	12442804
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-329970.0625000000
battery_capacity_coulomb	53944.2226562500
battery_capacity_milli_coulomb	53944225
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.37705
% bat	49948.35156
% batA	0.00000
% batB	0.00000
% batC	56.48019

BAT PERCENT
49.95 %
dt_ms	76272.00
last_read_micros	12442804
current_read_micros	12519076
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8136000633
calculte_milli_coulombs_transffred	-601862.3750000000
battery_capacity_coulomb	53941.9375000000
battery_capacity_milli_coulomb	53941935
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.38621
% bat	49946.23437
% batA	0.00000
% batB	0.00000
% batC	40.50642

dt_ms	39252.00
last_read_micros	12519076
current_read_micros	12558328
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9625999450
calculte_milli_coulombs_transffred	-309109.5312500000
battery_capacity_coulomb	53929.8945312500
battery_capacity_milli_coulomb	53929897
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.42283
% bat	49935.08984
% batA	0.00000
% batB	0.00000
% batC	-43.46401

dt_ms	41904.00
last_read_micros	12558328
current_read_micros	12600232
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-330664.4687500000
battery_capacity_coulomb	53948.4687500000
battery_capacity_milli_coulomb	53948468
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.36485
% bat	49952.28515
% batA	0.00000
% batB	0.00000
% batC	86.07701

dt_ms	41824.00
last_read_micros	12600232
current_read_micros	12642056
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-330033.1875000000
battery_capacity_coulomb	53945.4843750000
battery_capacity_milli_coulomb	53945484
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.37400
% bat	49949.51953
% batA	0.00000
% batB	0.00000
% batC	65.26228

dt_ms	41824.00
last_read_micros	12642056
current_read_micros	12683880
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-330033.1875000000
battery_capacity_coulomb	53943.1328125000
battery_capacity_milli_coulomb	53943131
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.38011
% bat	49947.34765
% batA	0.00000
% batB	0.00000
% batC	48.84905

dt_ms	41816.00
last_read_micros	12683880
current_read_micros	12725696
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-330639.1250000000
battery_capacity_coulomb	53940.7773437500
battery_capacity_milli_coulomb	53940778
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.38926
% bat	49945.16406
% batA	0.00000
% batB	0.00000
% batC	32.43582

dt_ms	41816.00
last_read_micros	12725696
current_read_micros	12767512
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-329970.0625000000
battery_capacity_coulomb	53937.8203125000
battery_capacity_milli_coulomb	53937819
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.39842
% bat	49942.42578
% batA	0.00000
% batB	0.00000
% batC	11.79548

BAT PERCENT
49.94 %
dt_ms	76304.00
last_read_micros	12767512
current_read_micros	12843816
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8152000427
calculte_milli_coulombs_transffred	-602114.9375000000
battery_capacity_coulomb	53935.5273437500
battery_capacity_milli_coulomb	53935529
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.40452
% bat	49940.30468
% batA	0.00000
% batB	0.00000
% batC	-4.17829

dt_ms	39248.00
last_read_micros	12843816
current_read_micros	12883064
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9623999595
calculte_milli_coulombs_transffred	-310333.9687500000
battery_capacity_coulomb	53923.2382812500
battery_capacity_milli_coulomb	53923239
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.44115
% bat	49928.92968
% batA	0.00000
% batB	0.00000
% batC	-89.90653

dt_ms	41912.00
last_read_micros	12883064
current_read_micros	12924976
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	53940.5859375000
battery_capacity_milli_coulomb	53940586
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.38926
% bat	49944.98437
% batA	0.00000
% batB	0.00000
% batC	31.09654

dt_ms	41816.00
last_read_micros	12924976
current_read_micros	12966792
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-329970.0625000000
battery_capacity_coulomb	53938.2070312500
battery_capacity_milli_coulomb	53938209
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.39537
% bat	49942.78515
% batA	0.00000
% batB	0.00000
% batC	14.51590

dt_ms	41816.00
last_read_micros	12966792
current_read_micros	13008608
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-329970.0625000000
battery_capacity_coulomb	53935.9218750000
battery_capacity_milli_coulomb	53935919
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.40452
% bat	49940.66796
% batA	0.00000
% batB	0.00000
% batC	-1.45787

dt_ms	41828.00
last_read_micros	13008608
current_read_micros	13050436
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	-330064.7500000000
battery_capacity_coulomb	53933.6289062500
battery_capacity_milli_coulomb	53933629
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.41062
% bat	49938.54687
% batA	0.00000
% batB	0.00000
% batC	-17.43164

dt_ms	41900.00
last_read_micros	13050436
current_read_micros	13092336
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	-331303.3125000000
battery_capacity_coulomb	53931.2421875000
battery_capacity_milli_coulomb	53931245
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.41673
% bat	49936.33593
% batA	0.00000
% batB	0.00000
% batC	-34.06110

BAT PERCENT
49.93 %
dt_ms	76368.00
last_read_micros	13092336
current_read_micros	13168704
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8183999061
calculte_milli_coulombs_transffred	-601398.0625000000
battery_capacity_coulomb	53927.6250000000
battery_capacity_milli_coulomb	53927622
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.42893
% bat	49932.98437
% batA	0.00000
% batB	0.00000
% batC	-59.33315

dt_ms	39336.00
last_read_micros	13168704
current_read_micros	13208040
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9667999267
calculte_milli_coulombs_transffred	-309771.0312500000
battery_capacity_coulomb	53916.0468750000
battery_capacity_milli_coulomb	53916048
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.46251
% bat	49922.26953
% batA	0.00000
% batB	-100.00000
% batC	-140.06697

dt_ms	42236.00
last_read_micros	13208040
current_read_micros	13250276
shunt_voltage	0.00
calculte_coulombs_transffred	-2.1117999553
calculte_milli_coulombs_transffred	-333284.3125000000
battery_capacity_coulomb	53933.9570312500
battery_capacity_milli_coulomb	53933957
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.41062
% bat	49938.85156
% batA	0.00000
% batB	0.00000
% batC	-15.14369

dt_ms	41912.00
last_read_micros	13250276
current_read_micros	13292188
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	53928.3515625000
battery_capacity_milli_coulomb	53928353
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.42588
% bat	49933.66015
% batA	0.00000
% batB	0.00000
% batC	-54.23410

dt_ms	41912.00
last_read_micros	13292188
current_read_micros	13334100
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-330057.0000000000
battery_capacity_coulomb	53925.9765625000
battery_capacity_milli_coulomb	53925976
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.43504
% bat	49931.45703
% batA	0.00000
% batB	0.00000
% batC	-70.81474

dt_ms	41900.00
last_read_micros	13334100
current_read_micros	13376000
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	-330632.9062500000
battery_capacity_coulomb	53923.6015625000
battery_capacity_milli_coulomb	53923599
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.44115
% bat	49929.26171
% batA	0.00000
% batB	0.00000
% batC	-87.39537

dt_ms	41904.00
last_read_micros	13376000
current_read_micros	13417904
shunt_voltage	0.00
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-329994.0000000000
battery_capacity_coulomb	53920.6484375000
battery_capacity_milli_coulomb	53920647
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.45030
% bat	49926.52734
% batA	0.00000
% batB	-100.00000
% batC	-107.98689

BAT PERCENT
49.92 %
dt_ms	76712.00
last_read_micros	13417904
current_read_micros	13494616
shunt_voltage	0.00
calculte_coulombs_transffred	-3.8355998992
calculte_milli_coulombs_transffred	-605334.4375000000
battery_capacity_coulomb	53918.3320312500
battery_capacity_milli_coulomb	53918333
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.45640
% bat	49924.38281
% batA	0.00000
% batB	-100.00000
% batC	-124.12807

dt_ms	39668.00
last_read_micros	13494616
current_read_micros	13534284
shunt_voltage	0.00
calculte_coulombs_transffred	-1.9833999633
calculte_milli_coulombs_transffred	-313020.2187500000
battery_capacity_coulomb	53902.8242187500
battery_capacity_milli_coulomb	53902823
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-35.50523
% bat	49910.01953
% batA	0.00000
% batB	200.00000
% batC	224.82560

BAT PERCENT
48.58 %
BAT PERCENT
46.63 %
BAT PERCENT
44.67 %
BAT PERCENT
42.72 %
BAT PERCENT
40.76 %
BAT PERCENT
38.81 %
BAT PERCENT
36.85 %
BAT PERCENT
34.90 %
BAT PERCENT
32.94 %
BAT PERCENT
30.99 %
BAT PERCENT
29.04 %
BAT PERCENT
27.08 %
BAT PERCENT
25.13 %
BAT PERCENT
23.17 %
BAT PERCENT
21.21 %
BAT PERCENT
19.26 %
BAT PERCENT
17.30 %
BAT PERCENT
15.34 %
BAT PERCENT
13.38 %
BAT PERCENT
11.43 %
BAT PERCENT
9.47 %
BAT PERCENT
7.50 %
BAT PERCENT
5.54 %
BAT PERCENT
3.57 %
BAT PERCENT
1.62 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.00 %
BAT PERCENT
0.01 %
BAT PERCENT
1.12 %
BAT PERCENT
2.77 %
BAT PERCENT
4.42 %
BAT PERCENT
6.06 %
BAT PERCENT
7.71 %
BAT PERCENT
9.36 %
BAT PERCENT
11.02 %
BAT PERCENT
12.67 %
BAT PERCENT
14.32 %
BAT PERCENT
15.94 %
BAT PERCENT
17.57 %
BAT PERCENT
19.23 %
BAT PERCENT
20.86 %
BAT PERCENT
22.49 %
BAT PERCENT
24.13 %
BAT PERCENT
25.78 %
BAT PERCENT
27.45 %
BAT PERCENT
29.17 %
BAT PERCENT
30.91 %
BAT PERCENT
32.65 %
BAT PERCENT
34.38 %
BAT PERCENT
36.11 %
BAT PERCENT
37.85 %
BAT PERCENT
39.58 %
BAT PERCENT
41.32 %
BAT PERCENT
43.04 %
BAT PERCENT
44.76 %
BAT PERCENT
46.49 %
BAT PERCENT
48.22 %
BAT PERCENT
49.95 %
BAT PERCENT
51.67 %
BAT PERCENT
53.40 %
BAT PERCENT
55.14 %
BAT PERCENT
56.88 %
BAT PERCENT
58.62 %
BAT PERCENT
60.36 %
BAT PERCENT
62.10 %
BAT PERCENT
63.84 %
BAT PERCENT
65.59 %
BAT PERCENT
67.33 %
BAT PERCENT
69.07 %
BAT PERCENT
70.79 %
BAT PERCENT
72.53 %
BAT PERCENT
74.27 %
BAT PERCENT
76.00 %
BAT PERCENT
77.74 %
BAT PERCENT
79.46 %
BAT PERCENT
81.19 %
BAT PERCENT
82.92 %
BAT PERCENT
84.66 %
BAT PERCENT
86.40 %
BAT PERCENT
88.14 %
BAT PERCENT
89.88 %
BAT PERCENT
91.61 %
BAT PERCENT
93.35 %
BAT PERCENT
95.09 %
BAT PERCENT
96.82 %
BAT PERCENT
98.56 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
BAT PERCENT
100.00 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
BAT PERCENT
100.00 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
